PARLID	PROVINCE	RIDING	DATE	NAME	PARTY	JOB	VOTES	PERC	ELECTED	ELECTIONNUM
0	Quebec	IBERVILLE	1867-08-07	DUFRESNE, A.	Unknown		504	32.75	0	1
157	Quebec	JACQUES CARTIER	1867-08-07	GAUCHER, Guillaume Gamelin	Cons.	merchant	659	54.87	1	1
0	Quebec	JACQUES CARTIER	1867-08-07	BRUNET,	Unknown		542	45.13	0	1
158	Quebec	JOLIETTE	1867-08-07	GODIN, Francois Benjamin	Lib	lawyer	918	51.57	1	1
159	Quebec	JOLIETTE	1867-08-07	BABY,	Cons.	lawyer	862	48.43	0	1
160	Quebec	LAPRAIRIE	1867-08-07	PINSONNEAULT, Alfred	Cons.	farmer	750	71.91	1	1
0	Quebec	LAPRAIRIE	1867-08-07	NORMANDEAU,	Unknown		293	28.09	0	1
161	Quebec	L'ASSOMPTION	1867-08-07	ARCHAMBAULT, Louis	Lib.-Cons.	notary	898	57.45	1	1
0	Quebec	L'ASSOMPTION	1867-08-07	ARCHAMBAULT, P.U.	Unknown	merchant	665	42.55	0	1
162	Quebec	LAVAL	1867-08-07	BELLEROSE, Joseph-Hyacinthe	Cons.	businessman	-1	100.0	1	1
163	Quebec	LEVIS	1867-08-07	BLANCHET, Joseph-Goderich	Lib.-Cons.	physician	-1	100.0	1	1
164	Quebec	L'ISLET	1867-08-07	POULIOT, Barthelemy	Cons.	merchant	464	92.06	1	1
0	Quebec	L'ISLET	1867-08-07	CARON,	Unknown		40	7.94	0	1
165	Quebec	LOTBINIERE	1867-08-07	JOLY, Henry Gustave	Lib	lawyer	-1	100.0	1	1
166	Quebec	MASKINONGE	1867-08-07	CARON, George	Cons.	merchant	702	55.45	1	1
0	Quebec	MASKINONGE	1867-08-07	HOUDE, M.	Unknown		564	44.55	0	1
167	Quebec	MEGANTIC	1867-08-07	IRVINE, George	Cons.	lawyer	1000	57.7	1	1
0	Quebec	MEGANTIC	1867-08-07	TRIGANNE, P.O.	Unknown		733	42.3	0	1
168	Quebec	MISSISQUOI	1867-08-07	CHAMBERLIN, Brown	Cons.	lawyer	1190	70.54	1	1
0	Quebec	MISSISQUOI	1867-08-07	MOORE,	Unknown	registrar	497	29.46	0	1
169	Quebec	MONTCALM	1867-08-07	DUFRESNE, Joseph	Cons.	notary	-1	100.0	1	1
170	Quebec	MONTMAGNY	1867-08-07	BEAUBIEN, Joseph-Octave	Cons.	physician	-1	100.0	1	1
171	Quebec	MONTMORENCY	1867-08-07	CAUCHON, Joseph	Cons.	lawyer	-1	100.0	1	1
172	Quebec	MONTREAL CENTRE	1867-08-07	WORKMAN, Thomas	Lib	merchant	-1	100.0	1	1
173	Quebec	MONTREAL EAST	1867-08-07	CARTIER, George Etienne	Lib.-Cons.	lawyer	2431	53.83	1	1
0	Quebec	MONTREAL EAST	1867-08-07	LANCTOT, M.	Lib	journalist	2085	46.17	0	1
174	Quebec	MONTREAL WEST	1867-08-07	MCGEE, Thomas D'Arcy	Lib.-Cons.	journalist	2675	51.91	1	1
175	Quebec	MONTREAL WEST	1867-08-07	DEVLIN, Bernard	Lib	journalist	2478	48.09	0	1
176	Quebec	NAPIERVILLE	1867-08-07	COUPAL, DIT LA REINE, Sixte	Lib	farmer	878	71.85	1	1
0	Quebec	NAPIERVILLE	1867-08-07	LAVIOLETTE,	Unknown		344	28.15	0	1
177	Quebec	NICOLET	1867-08-07	GAUDET, Joseph	Cons.	farmer	1070	68.2	1	1
0	Quebec	NICOLET	1867-08-07	ROUSSEAU,	Unknown		499	31.8	0	1
178	Quebec	OTTAWA (COUNTY OF)	1867-08-07	WRIGHT, Alonzo	Lib.-Cons.	farmer	-1	100.0	1	1
179	Quebec	PONTIAC	1867-08-07	HEATH, Edmund	Cons.	crown lands agent	-1	100.0	1	1
180	Quebec	PORTNEUF	1867-08-07	BROUSSEAU, Jean-Docile	Cons.	printer	1027	58.82	1	1
0	Quebec	PORTNEUF	1867-08-07	DERY,	Unknown		718	41.12	0	1
0	Quebec	PORTNEUF	1867-08-07	DUBORD,	Unknown		1	0.06	0	1
181	Quebec	QUEBEC COUNTY	1867-08-07	CHAUVEAU, Pierre J.O.	Cons.	lawyer	-1	100.0	1	1
182	Quebec	QUEBEC EAST	1867-08-07	HUOT, Pierre Gabriel	Lib	notary	-1	100.0	1	1
183	Quebec	QUEBEC WEST	1867-08-07	MCGREEVEY, Thomas	Lib.-Cons.	contractor	-1	100.0	1	1
184	Quebec	QUEBEC-CENTRE	1867-08-07	SIMARD, Georges Honore	Cons.	manufacturer	1291	99.46	1	1
0	Quebec	QUEBEC-CENTRE	1867-08-07	GARNEAU,	Unknown		5	0.39	0	1
0	Quebec	QUEBEC-CENTRE	1867-08-07	BLANCHET,	Unknown		2	0.15	0	1
185	Quebec	RICHELIEU	1867-08-07	MCCARTHY, Thomas	Cons.	businessman	777	41.95	1	1
0	Quebec	RICHELIEU	1867-08-07	PERRAULT,	Unknown		625	33.75	0	1
0	Quebec	RICHELIEU	1867-08-07	GELINAS,	Unknown		450	24.3	0	1
186	Quebec	RICHMOND--WOLFE	1867-08-07	WEBB, William Hoste	Cons.	lawyer	1137	55.74	1	1
0	Quebec	RICHMOND--WOLFE	1867-08-07	BEIQUE,	Unknown		903	44.26	0	1
187	Quebec	RIMOUSKI	1867-08-07	SYLVAIN, Georges	Cons.	merchant	1152	62.3	1	1
0	Quebec	RIMOUSKI	1867-08-07	MICHAUD, Augustin	Unknown	lawyer	697	37.7	0	1
188	Quebec	ROUVILLE	1867-08-07	CHEVAL, ALIAS SAINT-JACQUES, Guillaume	Lib	merchant	1236	60.0	1	1
0	Quebec	ROUVILLE	1867-08-07	POULIN,	Unknown	physician	824	40.0	0	1
189	Quebec	SAINT MAURICE	1867-08-07	DESAULNIERS, Louis-Leon Lesieur	Cons.	physician	-1	100.0	1	1
190	Quebec	SHEFFORD	1867-08-07	HUNTINGTON, Lucius Seth	Lib	lawyer	1317	57.06	1	1
0	Quebec	SHEFFORD	1867-08-07	PARMELEE,	Unknown		991	42.94	0	1
191	Quebec	SHERBROOKE (TOWN OF)	1867-08-07	GALT, Alexander Tilloch	Lib.-Cons.	businessman	-1	100.0	1	1
192	Quebec	SOULANGES	1867-08-07	MASSON, Luc-Hypolite	Cons.	physician	729	60.8	1	1
0	Quebec	SOULANGES	1867-08-07	GUINDON,	Unknown		470	39.2	0	1
193	Quebec	ST. HYACINTHE	1867-08-07	KIERZKOWSKI, A.E.	Lib	engineer	1107	54.37	1	1
0	Quebec	ST. HYACINTHE	1867-08-07	RAYMOND, R.	Unknown		929	45.63	0	1
194	Quebec	ST. JOHN'S	1867-08-07	BOURASSA, Francois	Lib	militia captain	696	53.7	1	1
0	Quebec	ST. JOHN'S	1867-08-07	LABERGE,	Unknown	lawyer	600	46.3	0	1
195	Quebec	STANSTEAD	1867-08-07	COLBY, Charles C.	Lib.-Cons.	lawyer	814	56.92	1	1
0	Quebec	STANSTEAD	1867-08-07	KNIGHT,	Unknown		616	43.08	0	1
196	Quebec	TEMISCOUATA	1867-08-07	BERTRAND, Charles-Frederic-Adolphe	Cons.	merchant	-1	100.0	1	1
197	Quebec	TERREBONNE	1867-08-07	MASSON, Louis-Francois-Rodrigue	Cons.	lawyer	-1	100.0	1	1
198	Quebec	THREE RIVERS	1867-08-07	BOUCHER DE NIVERVILLE, Charles	Cons.	lawyer	277	65.95	1	1
0	Quebec	THREE RIVERS	1867-08-07	GENEST,	Unknown		143	34.05	0	1
199	Quebec	TWO MOUNTAINS	1867-08-07	DAOUST, Jean-Baptiste	Cons.	farmer	-1	100.0	1	1
200	Quebec	VAUDREUIL	1867-08-07	MCMILLAN, Donald	Cons.	flour and feed dealer	-1	100.0	1	1
201	Quebec	VERCHERES	1867-08-07	GEOFFRION, Felix	Lib	notary	831	52.9	1	1
0	Quebec	VERCHERES	1867-08-07	MASSUE,	Unknown		740	47.1	0	1
202	Quebec	YAMASKA	1867-08-07	FORTIER, Moise	Lib	merchant	797	51.19	1	1
0	Quebec	YAMASKA	1867-08-07	PROVENCHER, Joseph Albert Norbert	Cons.	editor	760	48.81	0	1
203	British Columbia	CARIBOO	1872-07-20	THOMPSON, Joshua Spencer	Lib.-Cons.	journalist	-1	100.0	1	2
204	British Columbia	NEW WESTMINSTER	1872-07-20	NELSON, Hugh	Lib.-Cons.	lumber merchant	-1	100.0	1	2
205	British Columbia	VANCOUVER	1872-07-20	HINCKS, Francis	Lib.-Cons.	editor	-1	100.0	1	2
206	British Columbia	VICTORIA	1872-07-20	NATHAN, Henry Jr.	Lib	businessman	402	44.97	1	2
207	British Columbia	VICTORIA	1872-07-20	DE COSMOS, Amor	Lib	editor	398	44.52	1	2
208	British Columbia	VICTORIA	1872-07-20	BEAVEN, R.	Unknown		94	10.51	0	2
209	British Columbia	YALE	1872-07-20	DEWDNEY, Edgar	Cons.	civil engineer	43	69.35	1	2
0	British Columbia	YALE	1872-07-20	SMITH, Robt.	Unknown		19	30.65	0	2
210	Manitoba	LISGAR	1872-07-20	SCHULTZ, John Christian	Cons.	physician	273	68.08	1	2
0	Manitoba	LISGAR	1872-07-20	HAY, E.H.G.G.	Unknown	miller	128	31.92	0	2
211	Manitoba	MARQUETTE	1872-07-20	CUNNINGHAM, Robert	Lib	editor	393	67.29	1	2
212	Manitoba	MARQUETTE	1872-07-20	NORQUAY, J.	Cons.	farmer	115	19.69	0	2
213	Manitoba	MARQUETTE	1872-07-20	LYNCH, J.S.	Lib	physician	71	12.16	0	2
0	Manitoba	MARQUETTE	1872-07-20	BRELAND, P.	Unknown	merchant	5	0.86	0	2
173	Manitoba	PROVENCHER	1872-07-20	CARTIER, Sir George Etienne	Lib.-Cons.	lawyer	-1	100.0	1	2
214	Manitoba	SELKIRK	1872-07-20	SMITH, Donald A.	I Con	Hudson's Bay Co. employee	258	80.63	1	2
0	Manitoba	SELKIRK	1872-07-20	WILSON, A.E.	Unknown		62	19.38	0	2
0	Manitoba	SELKIRK	1872-07-20	MULVEY, S.	Unknown		0	0.0	0	2
0	Manitoba	SELKIRK	1872-07-20	SUTHERLAND, J.	Unknown		0	0.0	0	2
1	New Brunswick	ALBERT	1872-07-20	WALLACE, John	Lib	farmer	847	53.1	1	2
0	New Brunswick	ALBERT	1872-07-20	CALHOUN,	Unknown		748	46.9	0	2
2	New Brunswick	CARLETON	1872-07-20	CONNELL, Charles	Lib	general merchant	-1	100.0	1	2
215	New Brunswick	CHARLOTTE	1872-07-20	MCADAM, John	Lib.-Cons.	lumber merchant	1551	53.85	1	2
216	New Brunswick	CHARLOTTE	1872-07-20	GILLMOR,	Lib	lumberman	1329	46.15	0	2
217	New Brunswick	CITY AND COUNTY OF ST. JOHN	1872-07-20	BURPEE, Isaac	Lib	businessman	3249	42.14	1	2
218	New Brunswick	CITY AND COUNTY OF ST. JOHN	1872-07-20	PALMER, Acalus Lockwood	Lib	lawyer	2204	28.59	1	2
0	New Brunswick	CITY AND COUNTY OF ST. JOHN	1872-07-20	ELDER, Wm.	Unknown		1771	22.97	0	2
0	New Brunswick	CITY AND COUNTY OF ST. JOHN	1872-07-20	KERR, D.S.	Unknown		486	6.3	0	2
5	New Brunswick	CITY OF ST. JOHN	1872-07-20	TILLEY, Samuel Leonard	Lib.-Cons.	druggist	1765	59.03	1	2
219	New Brunswick	CITY OF ST. JOHN	1872-07-20	DE VEBER, J.S.B.	Unknown		1225	40.97	0	2
6	New Brunswick	GLOUCESTER	1872-07-20	ANGLIN, Timothy Warren	Lib	editor	1436	80.81	1	2
0	New Brunswick	GLOUCESTER	1872-07-20	DESBRISAY,	Unknown		339	19.08	0	2
0	New Brunswick	GLOUCESTER	1872-07-20	MACKAY,	Unknown		2	0.11	0	2
8	New Brunswick	KENT	1872-07-20	CUTLER, Robert Barry	Lib	assistant paymaster	1381	52.37	1	2
7	New Brunswick	KENT	1872-07-20	RENAUD, A.	Lib	farmer	1256	47.63	0	2
220	New Brunswick	KING'S	1872-07-20	DOMVILLE, James	Cons.	merchant	1507	46.98	1	2
0	New Brunswick	KING'S	1872-07-20	SHARP, L.N.	Unknown	physician	1044	32.54	0	2
0	New Brunswick	KING'S	1872-07-20	MCCREADY, J.E.B.	Unknown	journalist	657	20.48	0	2
221	New Brunswick	NORTHUMBERLAND	1872-07-20	MITCHELL, Peter	Ind.	lawyer	-1	100.0	1	2
11	New Brunswick	QUEEN'S	1872-07-20	FARRIS, John	Lib	lumber merchant	-1	100.0	1	2
222	New Brunswick	RESTIGOUCHE	1872-07-20	MOFFATT, George	Cons.	merchant	593	77.82	1	2
0	New Brunswick	RESTIGOUCHE	1872-07-20	MCKENZIE, A.	Unknown		144	18.9	0	2
0	New Brunswick	RESTIGOUCHE	1872-07-20	BARBERIE, J.C.	Unknown		25	3.28	0	2
13	New Brunswick	SUNBURY	1872-07-20	BURPEE, Charles	Lib	farmer	-1	100.0	1	2
14	New Brunswick	VICTORIA	1872-07-20	COSTIGAN, John	Lib.-Cons.	judge	1141	80.35	1	2
0	New Brunswick	VICTORIA	1872-07-20	BOSSE, H.	Unknown		279	19.65	0	2
15	New Brunswick	WESTMORLAND	1872-07-20	SMITH, Albert James	Lib	lawyer	-1	100.0	1	2
223	New Brunswick	YORK	1872-07-20	PICKARD, John	I Lib	lumber merchant	-1	100.0	1	2
17	Nova Scotia	ANNAPOLIS	1872-07-20	RAY, William Hallett	Lib	farmer	1129	52.56	1	2
18	Nova Scotia	ANNAPOLIS	1872-07-20	LONGLEY, A.	Cons.	merchant	1019	47.44	0	2
19	Nova Scotia	ANTIGONISH	1872-07-20	MCDONALD, Hugh	Lib.-Cons.	lawyer	-1	100.0	1	2
224	Nova Scotia	CAPE BRETON	1872-07-20	MACKAY, Newton L.	Cons.	lawyer	1240	30.3	1	2
225	Nova Scotia	CAPE BRETON	1872-07-20	MCDONALD, William	Cons.	merchant	1038	25.37	1	2
226	Nova Scotia	CAPE BRETON	1872-07-20	MCLEOD, H.	Lib.-Cons.	lawyer	932	22.78	0	2
20	Nova Scotia	CAPE BRETON	1872-07-20	MCKEAGNEY, James	Lib.-Cons.	lawyer	882	21.55	0	2
227	Nova Scotia	COLCHESTER	1872-07-20	PEARSON, Frederick M.	Lib	merchant	1634	57.47	1	2
0	Nova Scotia	COLCHESTER	1872-07-20	BLANCHARD, J.F.	Unknown		1209	42.53	0	2
23	Nova Scotia	CUMBERLAND	1872-07-20	TUPPER, Charles	Cons.	physician	1911	74.62	1	2
0	Nova Scotia	CUMBERLAND	1872-07-20	MORSE, W.A.D.	Unknown		650	25.38	0	2
25	Nova Scotia	DIGBY	1872-07-20	SAVARY, Alfred William	Cons.	lawyer	-1	100.0	1	2
26	Nova Scotia	GUYSBOROUGH	1872-07-20	CAMPBELL, Stewart	Lib.-Cons.	lawyer	-1	100.0	1	2
228	Nova Scotia	HALIFAX	1872-07-20	ALMON, William Johnston	Lib.-Cons.	physician	2528	25.55	1	2
229	Nova Scotia	HALIFAX	1872-07-20	TOBIN, Stephen	Lib	commission merchant	2486	25.12	1	2
28	Nova Scotia	HALIFAX	1872-07-20	POWER,	I Lib	merchant	2452	24.78	0	2
27	Nova Scotia	HALIFAX	1872-07-20	JONES,	Ind.	merchant	2430	24.56	0	2
29	Nova Scotia	HANTS	1872-07-20	HOWE, Joseph	Lib.-Cons.	editor	-1	100.0	1	2
31	Nova Scotia	INVERNESS	1872-07-20	MCDONNELL, Samuel	Cons.	lawyer	1293	51.21	1	2
30	Nova Scotia	INVERNESS	1872-07-20	CAMERON, Dr.	Lib.-Cons.	physician	1232	48.79	0	2
230	Nova Scotia	KINGS	1872-07-20	CHIPMAN, Leverett de Veber	Lib	hardware merchant	1317	64.88	1	2
0	Nova Scotia	KINGS	1872-07-20	WICKWIRE, J.L.	Unknown		713	35.12	0	2
231	Nova Scotia	LUNENBURG	1872-07-20	CHURCH, Charles Edward	Lib	teacher	1338	52.62	1	2
0	Nova Scotia	LUNENBURG	1872-07-20	OWENS, W.H.	Unknown		1205	47.38	0	2
232	Nova Scotia	PICTOU	1872-07-20	DOULL, Robert	Lib.-Cons.	merchant	2328	26.49	1	2
35	Nova Scotia	PICTOU	1872-07-20	MCDONALD, James	Cons.	lawyer	2327	26.48	1	2
34	Nova Scotia	PICTOU	1872-07-20	CARMICHAEL, J.W.	Lib	shipowner	2122	24.15	0	2
0	Nova Scotia	PICTOU	1872-07-20	KITCHEN, J.	Unknown		2011	22.88	0	2
36	Nova Scotia	QUEENS	1872-07-20	FORBES, James F.	Lib	physician	-1	100.0	1	2
233	Nova Scotia	RICHMOND	1872-07-20	LE VESCONTE, Isaac	Cons.	merchant	571	65.56	1	2
0	Nova Scotia	RICHMOND	1872-07-20	KAVANAGH,	Unknown		300	34.44	0	2
38	Nova Scotia	SHELBURNE	1872-07-20	COFFIN, Thomas	Lib.-Cons.	merchant	-1	100.0	1	2
39	Nova Scotia	VICTORIA	1872-07-20	ROSS, William	Lib	commission merchant	-1	100.0	1	2
234	Nova Scotia	YARMOUTH	1872-07-20	KILLAM, Frank	Lib	shipowner	1176	72.77	1	2
0	Nova Scotia	YARMOUTH	1872-07-20	TOWNSEND, W.H.	Unknown		440	27.23	0	2
42	Ontario	ADDINGTON	1872-07-20	SHIBLEY, Schuyler	Lib.-Cons.	farmer	1495	63.78	1	2
41	Ontario	ADDINGTON	1872-07-20	LAPUM, J.N.	Cons.	postmaster	849	36.22	0	2
235	Ontario	ALGOMA	1872-07-20	ROBINSON, John Beverly	Cons.	lawyer	300	57.8	1	2
0	Ontario	ALGOMA	1872-07-20	DENISON, G.J. Junr.	Unknown		219	42.2	0	2
44	Ontario	BOTHWELL	1872-07-20	MILLS, David	Lib	lawyer	1727	60.34	1	2
0	Ontario	BOTHWELL	1872-07-20	ATKINSON, C.R.	Unknown		1135	39.66	0	2
236	Ontario	BRANT NORTH	1872-07-20	FLEMING, Gavin	Lib	merchant	882	60.7	1	2
0	Ontario	BRANT NORTH	1872-07-20	BAIRD, H.A.	Unknown		571	39.3	0	2
237	Ontario	BRANT SOUTH	1872-07-20	PATERSON, William	Lib	biscuit manufacturer	1378	55.25	1	2
205	Ontario	BRANT SOUTH	1872-07-20	HINCKS, Hon.Sir F. K.C.M.G.C	Lib.-Cons.	statesman	1116	44.75	0	2
238	Ontario	BROCKVILLE	1872-07-20	BUELL, Jacob Dockstader	Lib	lawyer	804	50.34	1	2
0	Ontario	BROCKVILLE	1872-07-20	ABBOTT, H.	Unknown		793	49.66	0	2
239	Ontario	BRUCE NORTH	1872-07-20	GILLIES, John	Lib	farmer	974	50.6	1	2
49	Ontario	BRUCE NORTH	1872-07-20	SPROAT, A.	Cons.	treasurer	951	49.4	0	2
57	Ontario	BRUCE SOUTH	1872-07-20	BLAKE, Edward	Lib	lawyer	1878	90.81	1	2
50	Ontario	BRUCE SOUTH	1872-07-20	HURDON, Frs	Cons.	grain merchant	190	9.19	0	2
103	Ontario	CARDWELL	1872-07-20	CAMERON, John Hillyard	Cons.	lawyer	1232	54.8	1	2
0	Ontario	CARDWELL	1872-07-20	BOULTON,	Unknown		1016	45.2	0	2
53	Ontario	CARLETON	1872-07-20	ROCHESTER,	Cons.	lumber manufacturer	1024	52.97	1	2
52	Ontario	CARLETON	1872-07-20	HOLMES, J.	Unknown	provincial land surveyor	901	46.61	0	2
0	Ontario	CARLETON	1872-07-20	MONTGOMERY, Wm.	Unknown		6	0.31	0	2
0	Ontario	CARLETON	1872-07-20	MILLS, J.	Unknown		2	0.1	0	2
240	Ontario	CORNWALL	1872-07-20	BERGIN, Darby	Lib.-Cons.	physician	-1	100.0	1	2
241	Ontario	DUNDAS	1872-07-20	GIBSON, William	I Lib	miller	1350	51.68	1	2
55	Ontario	DUNDAS	1872-07-20	ROSS, J.S.	Lib.-Cons.	mill owner	1262	48.32	0	2
242	Ontario	DURHAM EAST	1872-07-20	ROSS, Lewis	Lib	merchant	1357	54.85	1	2
0	Ontario	DURHAM EAST	1872-07-20	KIRCHHOFFER,	Unknown	lawyer	1117	45.15	0	2
57	Ontario	DURHAM WEST	1872-07-20	BLAKE, Edward	Lib	lawyer	-1	100.0	1	2
243	Ontario	ELGIN EAST	1872-07-20	HARVEY, William	Lib	township and county councillor	1658	52.67	1	2
0	Ontario	ELGIN EAST	1872-07-20	RICE, S.	Unknown		1490	47.33	0	2
244	Ontario	ELGIN WEST	1872-07-20	CASEY, George Elliott	Lib	journalist	1115	52.15	1	2
59	Ontario	ELGIN WEST	1872-07-20	MUNROE, J.H.	Cons.	real estate agent and broker	1023	47.85	0	2
60	Ontario	ESSEX	1872-07-20	O'CONNOR, John	Cons.	lawyer	1999	61.75	1	2
0	Ontario	ESSEX	1872-07-20	RANKIN, A.	Unknown		1238	38.25	0	2
245	Ontario	FRONTENAC	1872-07-20	KIRKPATRICK, George Airey	Cons.	lawyer	-1	100.0	1	2
62	Ontario	GLENGARRY	1872-07-20	MACDONALD, Donald Alexander	Lib	merchant	1289	86.98	1	2
0	Ontario	GLENGARRY	1872-07-20	MACDONALD, R.H.	Unknown		193	13.02	0	2
246	Ontario	GRENVILLE SOUTH	1872-07-20	BROUSE, William Henry	Lib	physician	951	52.34	1	2
63	Ontario	GRENVILLE SOUTH	1872-07-20	SHANLY, W.	Cons.	civil engineer	866	47.66	0	2
247	Ontario	GREY EAST	1872-07-20	FLESHER, William Kingston	Cons.	miller	1402	62.06	1	2
0	Ontario	GREY EAST	1872-07-20	MCKNIGHT, R.	Unknown		857	37.94	0	2
64	Ontario	GREY NORTH	1872-07-20	SNIDER, George	Lib	crown lands agent	1124	53.35	1	2
0	Ontario	GREY NORTH	1872-07-20	CHISHOLM, J.	Unknown		983	46.65	0	2
248	Ontario	GREY SOUTH	1872-07-20	LANDERKIN, George	Lib	physician	1150	54.07	1	2
65	Ontario	GREY SOUTH	1872-07-20	JACKSON, G.	Cons.	crown lands agent	977	45.93	0	2
66	Ontario	HALDIMAND	1872-07-20	THOMSON, David	Lib	merchant	-1	100.0	1	2
67	Ontario	HALTON	1872-07-20	WHITE, John	Lib	lumber merchant	1414	52.53	1	2
249	Ontario	HALTON	1872-07-20	MCKINDSEY, G.C.	Unknown		1278	47.47	0	2
250	Ontario	HAMILTON	1872-07-20	CHISHOLM, Daniel B.	Lib.-Cons.	lawyer	1443	26.07	1	2
251	Ontario	HAMILTON	1872-07-20	WITTON, Henry B.	CLab	painter	1422	25.69	1	2
252	Ontario	HAMILTON	1872-07-20	IRVING,	Lib	lawyer	1346	24.32	0	2
68	Ontario	HAMILTON	1872-07-20	MAGILL,	Lib	dry goods merchant	1324	23.92	0	2
253	Ontario	HASTINGS EAST	1872-07-20	WHITE, John	Cons.	machinist	818	44.92	1	2
0	Ontario	HASTINGS EAST	1872-07-20	FRIZZELL, W.	Unknown		774	42.5	0	2
0	Ontario	HASTINGS EAST	1872-07-20	HOLDEN, Ths.	Unknown		229	12.58	0	2
70	Ontario	HASTINGS NORTH	1872-07-20	BOWELL, Mackenzie	Cons.	editor	766	57.81	1	2
0	Ontario	HASTINGS NORTH	1872-07-20	WALLBRIDGE, T.C.	Unknown		559	42.19	0	2
71	Ontario	HASTINGS WEST	1872-07-20	BROWN, James	Cons.	businessman	1030	64.17	1	2
0	Ontario	HASTINGS WEST	1872-07-20	PATTERSON, H.	Unknown		575	35.83	0	2
254	Ontario	HURON CENTRE	1872-07-20	HORTON, Horace	Lib	insurance agent	1354	60.94	1	2
0	Ontario	HURON CENTRE	1872-07-20	WHITEHEAD, J.	Unknown		868	39.06	0	2
255	Ontario	HURON NORTH	1872-07-20	FARROW, Thomas	Lib.-Cons.	school superintendent	1550	53.28	1	2
256	Ontario	HURON NORTH	1872-07-20	SOMERVILLE, J.	Lib	notary	1359	46.72	0	2
73	Ontario	HURON SOUTH	1872-07-20	CAMERON, Malcolm Collin	Lib	lawyer	1393	51.57	1	2
257	Ontario	HURON SOUTH	1872-07-20	GREENWAY, T.	Ind.	merchant	1308	48.43	0	2
74	Ontario	KENT	1872-07-20	STEPHENSON, Rufus	Cons.	editor	1874	52.0	1	2
0	Ontario	KENT	1872-07-20	STRIPP, Wm. S.	Unknown	vine grower	1730	48.0	0	2
75	Ontario	KINGSTON	1872-07-20	MACDONALD, Sir John A., K.B.C.,	Lib.-Cons.	lawyer	735	54.89	1	2
258	Ontario	KINGSTON	1872-07-20	CARRUTHERS, John	Unknown	merchant	604	45.11	0	2
76	Ontario	LAMBTON	1872-07-20	MACKENZIE, Alexander	Lib	contractor	2190	58.48	1	2
77	Ontario	LAMBTON	1872-07-20	VIDAL, Alexander	Cons.	land surveyor	1555	41.52	0	2
259	Ontario	LANARK NORTH	1872-07-20	GALBRAITH, Daniel	Lib	farmer	559	44.61	1	2
260	Ontario	LANARK NORTH	1872-07-20	ROSAMOND,	Unknown		418	33.36	0	2
0	Ontario	LANARK NORTH	1872-07-20	MACDOUGALL,	Lib.-Cons.	lawyer	276	22.03	0	2
261	Ontario	LANARK SOUTH	1872-07-20	HAGGART, John Graham	Cons.	mill owner	1476	72.42	1	2
0	Ontario	LANARK SOUTH	1872-07-20	BELL,	Unknown		562	27.58	0	2
80	Ontario	LEEDS NORTH AND GRENVILLE NORTH	1872-07-20	JONES, Francis	Cons.	civil engineer	963	55.54	1	2
0	Ontario	LEEDS NORTH AND GRENVILLE NORTH	1872-07-20	MONTGOMERY, G.A.	Unknown		771	44.46	0	2
82	Ontario	LEEDS SOUTH	1872-07-20	RICHARDS, Albert N.	Lib	lawyer	1270	50.24	1	2
0	Ontario	LEEDS SOUTH	1872-07-20	MORTON, George	Unknown		1258	49.76	0	2
83	Ontario	LENNOX	1872-07-20	CARTWRIGHT, Richard John	Lib	businessman	1224	70.47	1	2
0	Ontario	LENNOX	1872-07-20	STEVENSON,	Unknown		513	29.53	0	2
262	Ontario	LINCOLN	1872-07-20	MERRITT, Thomas Rodman	Lib	miller	1118	66.83	1	2
0	Ontario	LINCOLN	1872-07-20	MCKOWINS, J.	Unknown		555	33.17	0	2
85	Ontario	LONDON	1872-07-20	CARLING, John	Lib.-Cons.	brewer	1101	58.01	1	2
0	Ontario	LONDON	1872-07-20	MACMAHON,	Unknown		797	41.99	0	2
45	Ontario	MIDDLESEX EAST	1872-07-20	GLASS, David	Cons.	lawyer	1890	50.71	1	2
0	Ontario	MIDDLESEX EAST	1872-07-20	EVANS,	Unknown		1837	49.29	0	2
87	Ontario	MIDDLESEX NORTH	1872-07-20	SCATCHERD, Thomas	Lib	lawyer	-1	100.0	1	2
263	Ontario	MIDDLESEX WEST	1872-07-20	ROSS, George William	Lib	schoolteacher	1322	50.94	1	2
0	Ontario	MIDDLESEX WEST	1872-07-20	MACDONALD, A.P.	Cons.	contractor	1266	48.79	0	2
0	Ontario	MIDDLESEX WEST	1872-07-20	BILLINGTON, G.	Unknown	physician	7	0.27	0	2
264	Ontario	MONCK	1872-07-20	EDGAR, James David	Lib	lawyer	1334	50.78	1	2
89	Ontario	MONCK	1872-07-20	MCCALLUM, L.	Lib.-Cons.	shipbuilding contractor	1293	49.22	0	2
265	Ontario	MUSKOKA	1872-07-20	COCKBURN, Alexander P.	Lib	merchant	651	55.12	1	2
0	Ontario	MUSKOKA	1872-07-20	BOULTON, D'Arcy	Unknown		530	44.88	0	2
90	Ontario	NIAGARA	1872-07-20	MORRISON, Angus	Cons.	lawyer	300	50.17	1	2
0	Ontario	NIAGARA	1872-07-20	CURRIE, J.M.	Unknown		298	49.83	0	2
266	Ontario	NORFOLK NORTH	1872-07-20	CHARLTON, John	Lib	businessman	1324	50.96	1	2
92	Ontario	NORFOLK NORTH	1872-07-20	WALSH, A.	Cons.	civil engineer	1274	49.04	0	2
267	Ontario	NORFOLK SOUTH	1872-07-20	WALLACE, William	Cons.	journalist	1208	52.39	1	2
