PARLID	PROVINCE	RIDING	DATE	NAME	PARTY	JOB	VOTES	PERC	ELECTED	ELECTIONNUM
0	Quebec	SHERBROOKE	2015-10-19	DAUPHIN, Marc	C	doctor	5391	9.41	0	42
0	Quebec	SHERBROOKE	2015-10-19	MALOUIN, Sophie	G.P.	yoga instructor	1143	1.99	0	42
0	Quebec	SHERBROOKE	2015-10-19	HUBERDEAU, Benoit	Ind.	placement coordinator	303	0.53	0	42
0	Quebec	SHERBROOKE	2015-10-19	RICHARD, Hubert	Rhino	none	265	0.46	0	42
4540	Quebec	TERREBONNE	2015-10-19	BOUDRIAS, Michel	B.Q.	retired military officer	19238	33.01	1	42
0	Quebec	TERREBONNE	2015-10-19	AUDETTE, Michele	Lib	consultant	16316	27.99	0	42
4347	Quebec	TERREBONNE	2015-10-19	BORG, Charmaine	N.D.P.	parliamentarian	14928	25.61	0	42
0	Quebec	TERREBONNE	2015-10-19	SURPRENANT, Michel	C	storekeeper	6615	11.35	0	42
0	Quebec	TERREBONNE	2015-10-19	MOEN, Susan	G.P.	non-profit consultant	1016	1.74	0	42
0	Quebec	TERREBONNE	2015-10-19	SENAT, Louis Clement	S.D.	public servant	171	0.29	0	42
4541	Quebec	THERESE-DE BLAINVILLE	2015-10-19	AYOUB, Ramez	Lib	mayor	18281	32.5	1	42
0	Quebec	THERESE-DE BLAINVILLE	2015-10-19	MARGINEAN, Alain	B.Q.	retired education director	15238	27.09	0	42
4325	Quebec	THERESE-DE BLAINVILLE	2015-10-19	GIGUERE, Alain	N.D.P.	lawyer	14022	24.93	0	42
0	Quebec	THERESE-DE BLAINVILLE	2015-10-19	PUGA, Manuel	C	business person	7000	12.44	0	42
0	Quebec	THERESE-DE BLAINVILLE	2015-10-19	CARKNER, Andrew	G.P.	engineer	1352	2.4	0	42
0	Quebec	THERESE-DE BLAINVILLE	2015-10-19	GUINDON, Daniel	Libert.	crane operator	355	0.63	0	42
4348	Quebec	TROIS-RIVIERES	2015-10-19	AUBIN, Robert	N.D.P.	parliamentarian	19193	31.83	1	42
0	Quebec	TROIS-RIVIERES	2015-10-19	BOIVIN, Yvon	Lib	manager	18224	30.23	0	42
0	Quebec	TROIS-RIVIERES	2015-10-19	THERRIEN, Dominic	C	lawyer	11231	18.63	0	42
0	Quebec	TROIS-RIVIERES	2015-10-19	VALOIS, Andre	B.Q.	retired	10249	17.0	0	42
0	Quebec	TROIS-RIVIERES	2015-10-19	TROTTIER, Eric	G.P.	metallurgy and metallurgical eng. technologist	1032	1.71	0	42
0	Quebec	TROIS-RIVIERES	2015-10-19	ROUSSEAU, Maxime	Libert.	computer technician	360	0.6	0	42
4542	Quebec	VAUDREUIL--SOULANGES	2015-10-19	SCHIEFKE, Peter	Lib	director	30550	46.62	1	42
4349	Quebec	VAUDREUIL--SOULANGES	2015-10-19	NICHOLLS, Jamie	N.D.P.	parliamentarian	14627	22.32	0	42
0	Quebec	VAUDREUIL--SOULANGES	2015-10-19	FRANCOIS, Vincent	B.Q.	web adaptation technician	9858	15.04	0	42
0	Quebec	VAUDREUIL--SOULANGES	2015-10-19	BOUDREAU, Marc	C	lawyer	9048	13.81	0	42
0	Quebec	VAUDREUIL--SOULANGES	2015-10-19	KASZEL, Jennifer	G.P.	cabinetmaker (aerospace)	1445	2.21	0	42
4543	Quebec	VILLE-MARIE--LE SUD-OUEST--ILE-DES-SOEURS	2015-10-19	MILLER, Marc	Lib	lawyer	25491	50.82	1	42
0	Quebec	VILLE-MARIE--LE SUD-OUEST--ILE-DES-SOEURS	2015-10-19	TURNER, Allison	N.D.P.	lawyer	11757	23.44	0	42
0	Quebec	VILLE-MARIE--LE SUD-OUEST--ILE-DES-SOEURS	2015-10-19	SHANAHAN, Steve	C	city councillor	5948	11.86	0	42
0	Quebec	VILLE-MARIE--LE SUD-OUEST--ILE-DES-SOEURS	2015-10-19	ST-ONGE, Chantal	B.Q.	teacher	4307	8.59	0	42
0	Quebec	VILLE-MARIE--LE SUD-OUEST--ILE-DES-SOEURS	2015-10-19	GREEN, Daniel	G.P.	environmentalist	2398	4.78	0	42
0	Quebec	VILLE-MARIE--LE SUD-OUEST--ILE-DES-SOEURS	2015-10-19	WOLFE, Daniel	Rhino	student	161	0.32	0	42
0	Quebec	VILLE-MARIE--LE SUD-OUEST--ILE-DES-SOEURS	2015-10-19	SLOAN, William	Comm.	retired (lawyer)	102	0.2	0	42
4222	Quebec	VIMY	2015-10-19	NASSIF, Eva	Lib	certified translator	25082	46.15	1	42
0	Quebec	VIMY	2015-10-19	DUHAMEL, France	N.D.P.	business person	11391	20.96	0	42
0	Quebec	VIMY	2015-10-19	KADDOURI, Barek	B.Q.	teacher	9068	16.69	0	42
0	Quebec	VIMY	2015-10-19	MAVROS, Anthony	C	accountant	7262	13.36	0	42
4318	Quebec	VIMY	2015-10-19	NUNEZ MELO, Jose	G.P.	parliamentarian	1280	2.36	0	42
0	Quebec	VIMY	2015-10-19	JENKINS, Brian	C.H.P.	recruiter	260	0.48	0	42
3911	Saskatchewan	BATTLEFORDS--LLOYDMINSTER	2015-10-19	RITZ, Gerry	C	parliamentarian	20547	61.01	1	42
0	Saskatchewan	BATTLEFORDS--LLOYDMINSTER	2015-10-19	TAIT, Glenn	N.D.P.	farmer	5930	17.61	0	42
0	Saskatchewan	BATTLEFORDS--LLOYDMINSTER	2015-10-19	INGRAM, Larry	Lib	sheet metal worker	5550	16.48	0	42
0	Saskatchewan	BATTLEFORDS--LLOYDMINSTER	2015-10-19	ANGUISH, Doug	Ind.	retired	1076	3.19	0	42
0	Saskatchewan	BATTLEFORDS--LLOYDMINSTER	2015-10-19	TENKINK, Mikaela	G.P.	homemaker	575	1.71	0	42
4228	Saskatchewan	CARLTON TRAIL--EAGLE CREEK	2015-10-19	BLOCK, Kelly	C	parliamentarian	26004	64.72	1	42
0	Saskatchewan	CARLTON TRAIL--EAGLE CREEK	2015-10-19	WRIGHT, Glenn	N.D.P.	professional engineer	7499	18.66	0	42
0	Saskatchewan	CARLTON TRAIL--EAGLE CREEK	2015-10-19	SLUSAR, Alexander	Lib	political consultant	5774	14.37	0	42
0	Saskatchewan	CARLTON TRAIL--EAGLE CREEK	2015-10-19	OLIPHANT, Lynn Wesley	G.P.	university professor (retired)	902	2.24	0	42
2930	Saskatchewan	CYPRESS HILLS--GRASSLANDS	2015-10-19	ANDERSON, David	C	parliamentarian	25050	69.19	1	42
0	Saskatchewan	CYPRESS HILLS--GRASSLANDS	2015-10-19	WIENS, Marvin	Lib	farmer	5381	14.86	0	42
0	Saskatchewan	CYPRESS HILLS--GRASSLANDS	2015-10-19	PETERSON, Trevor	N.D.P.	teacher	4783	13.21	0	42
0	Saskatchewan	CYPRESS HILLS--GRASSLANDS	2015-10-19	CATON, William	G.P.	rancher	993	2.74	0	42
4544	Saskatchewan	DESNETHE--MISSINIPPI--CHURCHILL RIVER	2015-10-19	JOLIBOIS, Georgina	N.D.P.	mayor of la loche	10319	34.15	1	42
0	Saskatchewan	DESNETHE--MISSINIPPI--CHURCHILL RIVER	2015-10-19	JOSEPH, Lawrence	Lib	consultant	10237	33.88	0	42
4225	Saskatchewan	DESNETHE--MISSINIPPI--CHURCHILL RIVER	2015-10-19	CLARKE, Rob	C	parliamentarian	9105	30.14	0	42
0	Saskatchewan	DESNETHE--MISSINIPPI--CHURCHILL RIVER	2015-10-19	KOCH, Warren	G.P.	registered nurse	552	1.83	0	42
4080	Saskatchewan	MOOSE JAW--LAKE CENTRE--LANIGAN	2015-10-19	LUKIWSKI, Tom	C	parliamentarian	23273	55.46	1	42
0	Saskatchewan	MOOSE JAW--LAKE CENTRE--LANIGAN	2015-10-19	HLADY, Dustan	N.D.P.	pre-service teacher	9978	23.78	0	42
0	Saskatchewan	MOOSE JAW--LAKE CENTRE--LANIGAN	2015-10-19	JUTTLA, Perry	Lib	business	7545	17.98	0	42
0	Saskatchewan	MOOSE JAW--LAKE CENTRE--LANIGAN	2015-10-19	SETYO, Shawn	G.P.	environmental organizer	961	2.29	0	42
0	Saskatchewan	MOOSE JAW--LAKE CENTRE--LANIGAN	2015-10-19	THOMAS, Robert	Rhino	oilfield cementer	208	0.5	0	42
4227	Saskatchewan	PRINCE ALBERT	2015-10-19	HOBACK, Randy	C	parliamentarian	19673	49.79	1	42
0	Saskatchewan	PRINCE ALBERT	2015-10-19	BORGERSON, Lon	N.D.P.	educator	11244	28.46	0	42
3812	Saskatchewan	PRINCE ALBERT	2015-10-19	KIRKBY, Gordon	Lib	lawyer	7832	19.82	0	42
0	Saskatchewan	PRINCE ALBERT	2015-10-19	TENKINK, Byron	G.P.	self-employed	761	1.93	0	42
4085	Saskatchewan	REGINA--LEWVAN	2015-10-19	WEIR, Erin	N.D.P.	economist	16843	35.21	1	42
0	Saskatchewan	REGINA--LEWVAN	2015-10-19	FRASER, Trent	C	self-employed consultant	16711	34.94	0	42
0	Saskatchewan	REGINA--LEWVAN	2015-10-19	BROWNE, Louis	Lib	lawyer	13143	27.48	0	42
0	Saskatchewan	REGINA--LEWVAN	2015-10-19	FRIESEN, Tamela	G.P.	program assistant	839	1.75	0	42
0	Saskatchewan	REGINA--LEWVAN	2015-10-19	DOLATA, Wojciech K	Libert.	physician	298	0.62	0	42
4081	Saskatchewan	REGINA--QU'APPELLE	2015-10-19	SCHEER, Andrew	C	insurance agent	16486	44.7	1	42
0	Saskatchewan	REGINA--QU'APPELLE	2015-10-19	KUYEK, Nial	N.D.P.	retired	11144	30.21	0	42
0	Saskatchewan	REGINA--QU'APPELLE	2015-10-19	ANAQUOD, Della	Lib	educator	8401	22.78	0	42
0	Saskatchewan	REGINA--QU'APPELLE	2015-10-19	CHATTERSON, Greg	G.P.	brick layer	852	2.31	0	42
3188	Saskatchewan	REGINA--WASCANA	2015-10-19	GOODALE, Ralph	Lib	business person	23552	55.13	1	42
0	Saskatchewan	REGINA--WASCANA	2015-10-19	KRAM, Michael	C	software developer	12931	30.27	0	42
0	Saskatchewan	REGINA--WASCANA	2015-10-19	BOURGEOIS, April	N.D.P.	executive director	5362	12.55	0	42
0	Saskatchewan	REGINA--WASCANA	2015-10-19	SIMONSON, Frances	G.P.	agrologist	878	2.06	0	42
4545	Saskatchewan	SASKATOON WEST	2015-10-19	BENSON, Sheri	N.D.P.	chief executive officer	14921	39.56	1	42
0	Saskatchewan	SASKATOON WEST	2015-10-19	DONAUER, Randy	C	city councillor	12401	32.88	0	42
0	Saskatchewan	SASKATOON WEST	2015-10-19	ABBOTT, Lisa	Lib	lawyer	9234	24.48	0	42
0	Saskatchewan	SASKATOON WEST	2015-10-19	MITCHELL, Lois Carol	G.P.	peer support worker	658	1.74	0	42
3914	Saskatchewan	SASKATOON WEST	2015-10-19	PANKIW, Jim	C.P.	chiropractor	271	0.72	0	42
0	Saskatchewan	SASKATOON WEST	2015-10-19	HART, Bronek	Libert.	field technician	230	0.61	0	42
4546	Saskatchewan	SASKATOON--GRASSWOOD	2015-10-19	WAUGH, Kevin	C	broadcaster	19166	41.59	1	42
0	Saskatchewan	SASKATOON--GRASSWOOD	2015-10-19	BELL, Scott	N.D.P.	lawyer	13909	30.18	0	42
0	Saskatchewan	SASKATOON--GRASSWOOD	2015-10-19	MUGGLI, Tracy	Lib	director, mental health and addiction services	12165	26.4	0	42
0	Saskatchewan	SASKATOON--GRASSWOOD	2015-10-19	BIGLAND-PRITCHARD, Mark	G.P.	energy consultant	846	1.84	0	42
4082	Saskatchewan	SASKATOON--UNIVERSITY	2015-10-19	TROST, Brad	C	geophysicist	18592	41.53	1	42
0	Saskatchewan	SASKATOON--UNIVERSITY	2015-10-19	CARD, Claire	N.D.P.	professor	14115	31.53	0	42
0	Saskatchewan	SASKATOON--UNIVERSITY	2015-10-19	BLOCK, Cynthia Marie	Lib	communications consultant	11287	25.21	0	42
0	Saskatchewan	SASKATOON--UNIVERSITY	2015-10-19	HARVEY, Valerie	G.P.	lawyer	686	1.53	0	42
0	Saskatchewan	SASKATOON--UNIVERSITY	2015-10-19	SCHALM, Eric Matthew	Rhino	personal trainer	93	0.21	0	42
4547	Saskatchewan	SOURIS--MOOSE MOUNTAIN	2015-10-19	KITCHEN, Robert Gordon	C	doctor of chiropractic	26315	70.14	1	42
0	Saskatchewan	SOURIS--MOOSE MOUNTAIN	2015-10-19	O'DELL, Vicky	N.D.P.	cupe representative	5131	13.68	0	42
0	Saskatchewan	SOURIS--MOOSE MOUNTAIN	2015-10-19	BEBBINGTON, Steven	Lib	nutrition and food service worker	5076	13.53	0	42
0	Saskatchewan	SOURIS--MOOSE MOUNTAIN	2015-10-19	DEPTUCK, Bob	G.P.	safety process facilitator	994	2.65	0	42
4548	Saskatchewan	YORKTON--MELVILLE	2015-10-19	WAGANTALL, Cathay	C	business owner	21683	59.22	1	42
0	Saskatchewan	YORKTON--MELVILLE	2015-10-19	OTTENBREIT, Doug	N.D.P.	lawyer	7396	20.2	0	42
0	Saskatchewan	YORKTON--MELVILLE	2015-10-19	MALINOSKI, Brooke Taylor	Lib	consultant	6504	17.76	0	42
0	Saskatchewan	YORKTON--MELVILLE	2015-10-19	HUGHES, Elaine Marie	G.P.	retired	1030	2.81	0	42
3972	Yukon	YUKON	2015-10-19	BAGNELL, Larry	Lib	retired	10887	53.65	1	42
4351	Yukon	YUKON	2015-10-19	LEEF, Ryan	C	parliamentarian	4928	24.29	0	42
0	Yukon	YUKON	2015-10-19	ATKINSON, Melissa	N.D.P.	lawyer	3943	19.43	0	42
0	Yukon	YUKON	2015-10-19	DE JONG, Frank	G.P.	teacher	533	2.63	0	42
155	Quebec	HUNTINGDON	1867-11-28	ROSE, John	Lib.-Cons.	lawyer	-1	100.0	1	1.5
310	Quebec	MONTMORENCY	1867-12-11	LANGLOIS, Jean	Cons.	lawyer	766	99.61	1	1.5
0	Quebec	MONTMORENCY	1867-12-11	LEFRANCOIS, M.	Unknown		3	0.39	0	1.5
4549	New Brunswick	RESTIGOUCHE	1868-03-13	CALDWELL, William Murray	Lib	merchant	353	53.57	1	1.5
0	New Brunswick	RESTIGOUCHE	1868-03-13	MOFFATT, George	Cons.	merchant	306	46.43	0	1.5
262	Ontario	LINCOLN	1868-04-13	MERRITT, Thomas Rodman	Lib	miller	720	85.71	1	1.5
0	Ontario	LINCOLN	1868-04-13	PHILLIPS, O.S.	Unknown		120	14.29	0	1.5
311	Quebec	MONTREAL WEST	1868-04-20	RYAN, Michael Patrick	Lib.-Cons.	merchant	-1	100.0	1	1.5
4550	Ontario	YORK WEST	1868-08-14	WRIGHT, Amos	Lib	farmer	654	72.43	1	1.5
0	Ontario	YORK WEST	1868-08-14	BELL, John	Unknown	lawyer	249	27.57	0	1.5
329	Quebec	THREE RIVERS	1868-10-17	MCDOUGALL, William	Cons.	lawyer	-1	100.0	1	1.5
223	New Brunswick	YORK	1868-10-28	PICKARD, John	I Lib	lumber merchant	-1	100.0	1	1.5
323	Quebec	SAINT MAURICE	1868-10-30	LACERTE, Elie	Cons.	physician	679	61.84	1	1.5
0	Quebec	SAINT MAURICE	1868-10-30	GERIN, E.	Unknown		419	38.16	0	1.5
4551	New Brunswick	NORTHUMBERLAND	1868-12-24	HUTCHISON, Richard	Lib	lumber merchant	1133	55.9	1	1.5
0	New Brunswick	NORTHUMBERLAND	1868-12-24	GOUGH,	Unknown		894	44.1	0	1.5
286	Ontario	WELLINGTON CENTRE	1869-01-18	ROSS, James	Lib	farmer	-1	100.0	1	1.5
302	Quebec	KAMOURASKA	1869-02-17	PELLETIER, Charles-Alphonse-Pantaleon	Lib	lawyer	1149	50.98	1	1.5
0	Quebec	KAMOURASKA	1869-02-17	ROUTHIER, Adolphe-Basile	Cons.		1105	49.02	0	1.5
233	Nova Scotia	RICHMOND	1869-04-20	LE VESCONTE, Isaac	Cons.	merchant	560	62.71	1	1.5
0	Nova Scotia	RICHMOND	1869-04-20	HENRY, W.A.	Unknown	lawyer	333	37.29	0	1.5
234	Nova Scotia	YARMOUTH	1869-04-20	KILLAM, Frank	Lib	shipowner	1220	67.11	1	1.5
0	Nova Scotia	YARMOUTH	1869-04-20	CLEMENTS, N.P.	Unknown		598	32.89	0	1.5
29	Nova Scotia	HANTS	1869-04-24	HOWE, Joseph	Lib.-Cons.	editor	1512	57.25	1	1.5
350	Nova Scotia	HANTS	1869-04-24	GOUDGE, Monson Henry	Lib	merchant	1129	42.75	0	1.5
373	Ontario	RENFREW SOUTH	1869-07-12	MCDOUGALL, John Lorn	Lib	mill owner	482	64.61	1	1.5
278	Ontario	RENFREW SOUTH	1869-07-12	CAMERON, Malcolm	Lib	lumber merchant	264	35.39	0	1.5
164	Quebec	L'ISLET	1869-07-14	POULIOT, Barthelemy	Cons.	merchant	697	60.24	1	1.5
0	Quebec	L'ISLET	1869-07-14	CARON, L.B.	Unknown		460	39.76	0	1.5
22	Nova Scotia	COLCHESTER	1869-09-09	ARCHIBALD, Adams George	Lib.-Cons.	lawyer	1585	56.31	1	1.5
227	Nova Scotia	COLCHESTER	1869-09-09	PEARSON, Frederick M.	Lib	merchant	1230	43.69	0	1.5
299	Quebec	HUNTINGDON	1869-10-30	SCRIVER, Julius	Lib	mill and tannery owner	-1	100.0	1	1.5
205	Ontario	RENFREW NORTH	1869-11-13	HINCKS, Francis	Lib.-Cons.	editor	560	56.0	1	1.5
275	Ontario	RENFREW NORTH	1869-11-13	FINDLAY, James	Lib	editor	440	44.0	0	1.5
79	Ontario	LANARK SOUTH	1869-11-29	MORRIS, Alexander	Cons.	lawyer	-1	100.0	1	1.5
144	Quebec	BROME	1869-11-29	DUNKIN, Christopher	Cons.	lawyer	-1	100.0	1	1.5
245	Ontario	FRONTENAC	1870-04-27	KIRKPATRICK, George Airey	Cons.	lawyer	869	62.7	1	1.5
0	Ontario	FRONTENAC	1870-04-27	CARTWRIGHT, James Strachan	Unknown	barrister	517	37.3	0	1.5
23	Nova Scotia	CUMBERLAND	1870-06-15	TUPPER, Charles	Cons.	physician	-1	100.0	1	1.5
230	Nova Scotia	KINGS	1870-06-23	CHIPMAN, Leverett de Veber	Lib	hardware merchant	-1	100.0	1	1.5
307	Quebec	MISSISQUOI	1870-07-05	BAKER, George Barnard	Lib.-Cons.	lawyer	975	51.37	1	1.5
0	Quebec	MISSISQUOI	1870-07-05	HOGELL, Haskell A.	Unknown		923	48.63	0	1.5
317	Quebec	QUEBEC EAST	1870-07-18	GUILLET, DIT TOURANGEAU, Adolphe	Cons.	notary	1092	54.41	1	1.5
0	Quebec	QUEBEC EAST	1870-07-18	VALIN, P.A.	Unknown		915	45.59	0	1.5
292	Quebec	BELLECHASSE	1870-08-15	FOURNIER, Telesphore	Lib	newspaper editor	-1	100.0	1	1.5
326	Quebec	ST. HYACINTHE	1870-09-01	DELORME, Louis	Lib	lawyer	-1	100.0	1	1.5
227	Nova Scotia	COLCHESTER	1870-11-08	PEARSON, Frederick M.	Lib	merchant	1672	86.19	1	1.5
0	Nova Scotia	COLCHESTER	1870-11-08	CHAMBERS, R.	Unknown		268	13.81	0	1.5
320	Quebec	RICHELIEU	1870-11-18	BARTHE, Georges Isidore	I Con	lawyer	1194	58.44	1	1.5
0	Quebec	RICHELIEU	1870-11-18	CREBASSA, J.G.	Unknown		849	41.56	0	1.5
222	New Brunswick	RESTIGOUCHE	1870-11-29	MOFFATT, George	Cons.	merchant	411	63.82	1	1.5
0	New Brunswick	RESTIGOUCHE	1870-11-29	DES BRISAY, A.C.	Unknown		233	36.18	0	1.5
210	Manitoba	LISGAR	1871-03-02	SCHULTZ, John Christian	Cons.	physician	315	82.89	1	1.5
0	Manitoba	LISGAR	1871-03-02	INKSTER, Colin	Unknown		65	17.11	0	1.5
213	Manitoba	MARQUETTE	1871-03-02	LYNCH, James S.	Lib	physician	282	50.0	1	1.5
4552	Manitoba	MARQUETTE	1871-03-02	MCKAY, Angus	Cons.		282	50.0	1	1.5
214	Manitoba	SELKIRK	1871-03-02	SMITH, Donald Alexander	I Con	Hudson's Bay Co. employee	239	69.88	1	1.5
0	Manitoba	SELKIRK	1871-03-02	TAYLOR, John	Unknown		103	30.12	0	1.5
4553	Manitoba	PROVENCHER	1871-03-03	DELORME, Pierre	Cons.	farmer	172	85.57	1	1.5
0	Manitoba	PROVENCHER	1871-03-03	DEASE, William	Lib		29	14.43	0	1.5
253	Ontario	HASTINGS EAST	1871-03-20	WHITE, John	Cons.	machinist	-1	100.0	1	1.5
4554	Ontario	ALGOMA	1871-06-30	CUMBERLAND, Frederick William	Cons.		-1	100.0	1	1.5
308	Quebec	MONTCALM	1871-09-15	DUGAS, Firmin	Cons.	miller	-1	100.0	1	1.5
150	Quebec	COMPTON	1871-11-11	POPE, John Henry	Lib.-Cons.	investor and promoter	-1	100.0	1	1.5
294	Quebec	BROME	1871-11-17	CARTER, Edward	Cons.	lawyer	-1	100.0	1	1.5
207	British Columbia	VICTORIA DISTRICT	1871-11-24	DE COSMOS, Amor	Lib	editor	-1	100.0	1	1.5
206	British Columbia	VICTORIA DISTRICT	1871-11-24	NATHAN, Henry Jr.	Lib	businessman	-1	100.0	1	1.5
204	British Columbia	NEW WESTMINSTER DISTRICT	1871-12-13	NELSON, Hugh	Lib.-Cons.	lumber merchant	125	83.89	1	1.5
0	British Columbia	NEW WESTMINSTER DISTRICT	1871-12-13	SCOTT,	Unknown		24	16.11	0	1.5
4555	British Columbia	VANCOUVER ISLAND	1871-12-15	WALLACE, Robert	Cons.	commission merchant	137	57.32	1	1.5
0	British Columbia	VANCOUVER ISLAND	1871-12-15	JESSOP, John	Unknown		102	42.68	0	1.5
203	British Columbia	CARIBOO DISTRICT	1871-12-19	THOMPSON, Joshua Spencer	Lib.-Cons.	journalist	-1	100.0	1	1.5
4556	British Columbia	YALE DISTRICT	1871-12-19	HOUGHTON, Charles Frederick	Lib	farmer	-1	100.0	1	1.5
91	Ontario	WELLAND	1872-11-23	THOMSON, William Alexander	Lib	railway promoter	1539	50.98	1	2.5
0	Ontario	WELLAND	1872-11-23	KING, Richard S.	Unknown	physician	1480	49.02	0	2.5
143	Quebec	BONAVENTURE	1873-02-15	ROBITAILLE, Theodore	Cons.	physician	-1	100.0	1	2.5
405	Quebec	QUEBEC COUNTY	1873-03-28	CARON, Joseph-Philippe-Rene-Adolphe	Cons.	lawyer	0	0.0	1	2.5
4557	Quebec	QUEBEC COUNTY	1873-03-28	FABRE, Hector	Nat.	lawyer	0	0.0	0	2.5
47	Ontario	DURHAM WEST	1873-04-10	WOOD, Edmund Burke	Lib	lawyer	-1	100.0	1	2.5
350	Nova Scotia	HANTS	1873-07-05	GOUDGE, Monson Henry	Lib	merchant	-1	100.0	1	2.5
19	Nova Scotia	ANTIGONISH	1873-07-07	MCDONALD, Hugh	Lib.-Cons.	lawyer	-1	100.0	1	2.5
98	Ontario	ONTARIO SOUTH	1873-07-07	GIBBS, Thomas Nicholson	Lib.-Cons.	merchant	-1	100.0	1	2.5
342	New Brunswick	CARLETON	1873-09-18	APPLEBY, Stephen Burpee	Lib	lawyer	-1	100.0	1	2.5
382	Prince Edward Island	KING'S COUNTY	1873-09-29	DAVIES, Daniel	Cons.	merchant	-1	100.0	1	2.5
384	Prince Edward Island	KING'S COUNTY	1873-09-29	MACDONALD, Augustine Colin	Lib.-Cons.	merchant	-1	100.0	1	2.5
489	Prince Edward Island	PRINCE COUNTY	1873-09-29	POPE, James Colledge	Cons.	shipbuilder	-1	100.0	1	2.5
385	Prince Edward Island	PRINCE COUNTY	1873-09-29	YEO, James	Lib	merchant shipbuilder	-1	100.0	1	2.5
387	Prince Edward Island	QUEEN'S COUNTY	1873-09-29	LAIRD, David	Lib	journalist	-1	100.0	1	2.5
388	Prince Edward Island	QUEEN'S COUNTY	1873-09-29	SINCLAIR, Peter	Lib	farmer	-1	100.0	1	2.5
340	Manitoba	PROVENCHER	1873-10-13	RIEL, Louis	Ind.		-1	100.0	1	2.5
400	Quebec	LAVAL	1873-10-28	OUIMET, Joseph-Alderic	Lib.-Cons.	lawyer	-1	100.0	1	2.5
76	Ontario	LAMBTON	1873-11-25	MACKENZIE, Alexander	Lib	contractor	-1	100.0	1	2.5
62	Ontario	GLENGARRY	1873-11-26	MACDONALD, Donald Alexander	Lib	merchant	-1	100.0	1	2.5
292	Quebec	BELLECHASSE	1873-11-27	FOURNIER, Telesphore	Lib	newspaper editor	-1	100.0	1	2.5
154	Quebec	NAPIERVILLE	1873-11-27	DORION, Antoine-Aime	Lib	lawyer	-1	100.0	1	2.5
15	New Brunswick	WESTMORLAND	1873-11-28	SMITH, Albert James	Lib	lawyer	-1	100.0	1	2.5
217	New Brunswick	CITY AND COUNTY OF ST. JOHN	1873-12-01	BURPEE, Isaac	Lib	businessman	-1	100.0	1	2.5
219	New Brunswick	CITY OF ST. JOHN	1873-12-01	DE VEBER, Jeremiah Smith Boies	Lib	businessman	-1	100.0	1	2.5
83	Ontario	LENNOX	1873-12-03	CARTWRIGHT, Richard John	Lib	businessman	-1	100.0	1	2.5
387	Prince Edward Island	QUEEN'S COUNTY	1873-12-03	LAIRD, David	Lib	journalist	-1	100.0	1	2.5
38	Nova Scotia	SHELBURNE	1873-12-09	COFFIN, Thomas	Lib	merchant	-1	100.0	1	2.5
57	Ontario	BRUCE SOUTH	1873-12-14	BLAKE, Edward Dominick	Lib	lawyer	-1	100.0	1	2.5
379	Ontario	WEST TORONTO	1873-12-18	MOSS, Thomas	Lib	lawyer	-1	100.0	1	2.5
346	Nova Scotia	ANTIGONISH	1873-12-20	MCISAAC, Angus	Lib	lawyer	-1	100.0	1	2.5
39	Nova Scotia	VICTORIA	1873-12-20	ROSS, William	Lib	commission merchant	541	50.85	1	2.5
435	Nova Scotia	VICTORIA	1873-12-20	CAMPBELL, Charles James	Cons.	merchant	523	49.15	0	2.5
442	Ontario	DURHAM WEST	1874-04-07	BURK, Harvey William	Lib	farmer	1251	55.85	1	3.5
0	Ontario	DURHAM WEST	1874-04-07	MCCLUNG, Thomas	Unknown		989	44.15	0	3.5
468	Ontario	OXFORD SOUTH	1874-05-23	SKINNER, James Atchison	Lib	farmer	1186	59.03	1	3.5
264	Ontario	OXFORD SOUTH	1874-05-23	EDGAR, James David	Unknown		823	40.97	0	3.5
201	Quebec	VERCHERES	1874-07-25	GEOFFRION, Felix	Lib	notary	-1	100.0	1	3.5
176	Quebec	NAPIERVILLE	1874-08-04	COUPAL, DIT LA REINE, Sixte	Lib	farmer	618	50.37	1	3.5
0	Quebec	NAPIERVILLE	1874-08-04	GOYER, Antoine	Unknown		609	49.63	0	3.5
444	Ontario	ELGIN EAST	1874-08-11	MACDOUGALL, Colin	Lib	lawyer	1738	53.3	1	3.5
0	Ontario	ELGIN EAST	1874-08-11	SENKINS, Thomas	Unknown	merchant	1523	46.7	0	3.5
339	Manitoba	MARQUETTE	1874-08-25	RYAN, Joseph O'Connell	Lib	barrister	351	51.62	1	3.5
211	Manitoba	MARQUETTE	1874-08-25	CUNNINGHAM, Robert	Lib	editor	329	48.38	0	3.5
340	Manitoba	PROVENCHER	1874-09-03	RIEL, Louis	Ind.		-1	100.0	1	3.5
356	Ontario	CORNWALL	1874-10-20	MACDONALD, Alexander Francis	Lib	railway contractor	471	51.25	1	3.5
240	Ontario	CORNWALL	1874-10-20	BERGIN, Darby	Lib.-Cons.	physician	448	48.75	0	3.5
357	Ontario	ESSEX	1874-10-22	MCGREGOR, William	Lib	banker	1763	70.16	1	3.5
0	Ontario	ESSEX	1874-10-22	O'CONNOR, Jeremiah	Unknown		750	29.84	0	3.5
373	Ontario	RENFREW SOUTH	1874-10-24	MCDOUGALL, John Lorn	Lib	mill owner	-1	100.0	1	3.5
542	Nova Scotia	DIGBY	1874-10-26	VAIL, William Berrian	Lib	businessman	932	58.69	1	3.5
