"ID","Name","Party","Date","Electorate","Incumbent","TermsServed","CabinetNow","CabinetEver","CabinetImportant","CabinetPM","Votes","Elected","ElectedList","ElectedElectorate","LastVotes","ListPosition","LastListPosition"
4931,"HUNT, Anne","I","2002-07-27","Otaki",0,0,0,0,0,0,933,0,0,0,0,0,0
4177,"CORNER, Robin","CHP","2002-07-27","Otaki",0,0,0,0,0,0,919,0,0,0,661,0,0
4932,"SAGE, Ian","ACT","2002-07-27","Otaki",0,0,0,0,0,0,780,0,0,0,0,51,0
4500,"FRANKLIN, Russell","Progressive","2002-07-27","Otaki",0,0,0,0,0,0,492,0,0,0,1787,20,0
4933,"FISHER, Richard","ONZ","2002-07-27","Otaki",0,0,0,0,0,0,360,0,0,0,0,0,0
4934,"JEUNE, Margaret","Alliance","2002-07-27","Otaki",0,0,0,0,0,0,349,0,0,0,0,0,0
4935,"MITCHELL, David Keen","BEN","2002-07-27","Otaki",0,0,0,0,0,0,129,0,0,0,0,0,0
2605,"WILLIAMSON, Maurice","National","2002-07-27","Pakuranga",1,5,0,1,0,0,14010,1,0,1,14253,0,13
4936,"WOOD, Michael","Labour","2002-07-27","Pakuranga",0,0,0,0,0,0,9454,0,0,0,0,0,0
4937,"JOLLANDS, Andrew","ACT","2002-07-27","Pakuranga",0,0,0,0,0,0,2419,0,0,0,0,26,0
4511,"PARAONE, Pita","NZF","2002-07-27","Pakuranga",0,0,0,0,0,0,2001,1,1,0,934,7,19
4938,"McINNES, Ian","UFNZ","2002-07-27","Pakuranga",0,0,0,0,0,0,1461,0,0,0,0,18,0
4509,"ROSE, David","GP","2002-07-27","Pakuranga",0,0,0,0,0,0,1040,0,0,0,1221,63,47
4939,"KO, Jonathan","CHP","2002-07-27","Pakuranga",0,0,0,0,0,0,867,0,0,0,0,0,0
4940,"LY, Meng","Progressive","2002-07-27","Pakuranga",0,0,0,0,0,0,478,0,0,0,0,8,0
4941,"PROTHEROE, Paul","Alliance","2002-07-27","Pakuranga",0,0,0,0,0,0,158,0,0,0,0,0,0
3005,"MAHAREY, Steven","Labour","2002-07-27","Palmerston North",1,4,1,1,0,0,17032,1,0,1,20196,4,3
4942,"SCOTT, Dave","National","2002-07-27","Palmerston North",0,0,0,0,0,0,9405,0,0,0,0,50,0
4943,"McKENZIE, Margaret","GP","2002-07-27","Palmerston North",0,0,0,0,0,0,1436,0,0,0,0,57,0
4020,"BOWATER, Grant","UFNZ","2002-07-27","Palmerston North",0,0,0,0,0,0,1089,0,0,0,847,28,0
4036,"JARVIS, Vic","CHP","2002-07-27","Palmerston North",0,0,0,0,0,0,467,0,0,0,1280,0,0
4944,"WHEELER, Peter J","Alliance","2002-07-27","Palmerston North",0,0,0,0,0,0,430,0,0,0,0,0,0
4945,"WHITE, Jim","ONZ","2002-07-27","Palmerston North",0,0,0,0,0,0,189,0,0,0,0,0,0
4946,"CHATHA, Arshad","I","2002-07-27","Palmerston North",0,0,0,0,0,0,156,0,0,0,0,0,0
4379,"TISCH, Lindsay","National","2002-07-27","Piako",1,1,0,0,0,0,11785,1,0,1,13333,0,0
4947,"MORONEY, Sue","Labour","2002-07-27","Piako",0,0,0,0,0,0,10164,0,0,0,0,0,0
4382,"STEWART, Gordon","NZF","2002-07-27","Piako",0,0,0,0,0,0,3302,0,0,0,2057,17,28
4381,"DAVIES, Andrew","ACT","2002-07-27","Piako",0,0,0,0,0,0,1393,0,0,0,2288,14,14
4948,"LEE, Stephen","GP","2002-07-27","Piako",0,0,0,0,0,0,1239,0,0,0,0,52,0
4949,"BRETTON, Chris","UFNZ","2002-07-27","Piako",0,0,0,0,0,0,1031,0,0,0,0,22,0
4950,"RANBY, Colin","CHP","2002-07-27","Piako",0,0,0,0,0,0,469,0,0,0,0,0,0
2574,"PEMBERTON, John","Progressive","2002-07-27","Piako",0,0,0,0,0,0,313,0,0,0,3129,16,37
4319,"JAMIESON, Peter","Alliance","2002-07-27","Piako",0,0,0,0,0,0,185,0,0,0,1334,0,38
4520,"HUTCHISON, Paul","National","2002-07-27","Port Waikato",1,1,0,0,0,0,13952,1,0,1,12975,27,38
4951,"HARRY, Lesley","Labour","2002-07-27","Port Waikato",0,0,0,0,0,0,7980,0,0,0,0,54,0
4952,"DAW, Bob","NZF","2002-07-27","Port Waikato",0,0,0,0,0,0,3506,0,0,0,0,19,0
4953,"WILLIAMS, Jane","GP","2002-07-27","Port Waikato",0,0,0,0,0,0,1812,0,0,0,0,65,0
4954,"HACKSHAW, Mary","ACT","2002-07-27","Port Waikato",0,0,0,0,0,0,1526,0,0,0,0,19,0
4955,"FITNESS, Dave","UFNZ","2002-07-27","Port Waikato",0,0,0,0,0,0,1006,0,0,0,0,31,0
4956,"ROBINSON, Alex","CHP","2002-07-27","Port Waikato",0,0,0,0,0,0,543,0,0,0,0,0,0
4957,"PARKASH, Ram","Progressive","2002-07-27","Port Waikato",0,0,0,0,0,0,213,0,0,0,0,48,0
4958,"CONNELL, Brian","National","2002-07-27","Rakaia",0,0,0,0,0,0,15870,1,0,1,0,0,0
4959,"MILNE, Tony","Labour","2002-07-27","Rakaia",0,0,0,0,0,0,9794,0,0,0,0,0,0
4960,"BARR, Graeme","UFNZ","2002-07-27","Rakaia",0,0,0,0,0,0,1832,0,0,0,0,46,0
4961,"PALMER-HESKETH, Fraser","GP","2002-07-27","Rakaia",0,0,0,0,0,0,1579,0,0,0,0,61,0
4962,"PAYNE, Roger","CHP","2002-07-27","Rakaia",0,0,0,0,0,0,1073,0,0,0,0,0,0
4963,"SNEDDON, Greg","ACT","2002-07-27","Rakaia",0,0,0,0,0,0,898,0,0,0,0,52,0
4964,"CHEESMAN, Christine","Progressive","2002-07-27","Rakaia",0,0,0,0,0,0,563,0,0,0,0,26,0
4537,"POWER, Simon","National","2002-07-27","Rangitikei",1,1,0,0,0,0,15759,1,0,1,12287,13,37
4965,"HAYWARD, Margaret","Labour","2002-07-27","Rangitikei",0,0,0,0,0,0,10444,0,0,0,0,61,0
4038,"HOWARD, Jim","UFNZ","2002-07-27","Rangitikei",0,0,0,0,0,0,1223,0,0,0,659,24,0
4036,"JARVIS, Ruth","CHP","2002-07-27","Rangitikei",0,0,0,0,0,0,684,0,0,0,1280,0,0
4966,"WAUGH, John","ACT","2002-07-27","Rangitikei",0,0,0,0,0,0,586,0,0,0,0,57,0
4539,"MARTIN, Dion","Alliance","2002-07-27","Rangitikei",0,0,0,0,0,0,394,0,0,0,2221,0,34
4967,"SMITH, Heather Marion","Progressive","2002-07-27","Rangitikei",0,0,0,0,0,0,373,0,0,0,0,55,0
2802,"SWAIN, Paul","Labour","2002-07-27","Rimutaka",1,4,0,0,0,0,18688,1,0,1,16806,18,26
4968,"LEDDY, Mike","National","2002-07-27","Rimutaka",0,0,0,0,0,0,6073,0,0,0,0,0,0
4487,"CHAPMAN, Wayne","UFNZ","2002-07-27","Rimutaka",0,0,0,0,0,0,1957,0,0,0,475,9,0
4969,"NORMAN, Russel","GP","2002-07-27","Rimutaka",0,0,0,0,0,0,1267,0,0,0,0,17,0
4970,"KEARNEY, Nigel","ACT","2002-07-27","Rimutaka",0,0,0,0,0,0,1168,0,0,0,0,0,0
4971,"MUNN, Ken","CHP","2002-07-27","Rimutaka",0,0,0,0,0,0,1014,0,0,0,0,0,0
4972,"BRYAN, Robert","Progressive","2002-07-27","Rimutaka",0,0,0,0,0,0,412,0,0,0,0,25,0
4973,"KELLY, Nick","I","2002-07-27","Rimutaka",0,0,0,0,0,0,376,0,0,0,0,0,0
4384,"LAWLER, Moira","Alliance","2002-07-27","Rimutaka",0,0,0,0,0,0,310,0,0,0,1590,0,16
4974,"GROVE, Peter","ONZ","2002-07-27","Rimutaka",0,0,0,0,0,0,192,0,0,0,0,0,0
4044,"SMITH, Lockwood","National","2002-07-27","Rodney",1,2,0,1,0,0,12728,1,0,1,13975,11,5
4975,"DUFFY, Grant","Labour","2002-07-27","Rodney",0,0,0,0,0,0,8162,0,0,0,0,0,0
4976,"McNAIR, Craig","NZF","2002-07-27","Rodney",0,0,0,0,0,0,3981,1,1,0,0,8,0
4550,"BRADFORD, Sue","GP","2002-07-27","Rodney",1,1,0,0,0,0,3119,1,1,0,3139,3,4
4977,"HUNT, Craig","UFNZ","2002-07-27","Rodney",0,0,0,0,0,0,1844,0,0,0,0,14,0
4551,"WEBSTER, Penny","ACT","2002-07-27","Rodney",1,1,0,0,0,0,1373,0,0,0,1714,13,8
4978,"BARTLETT, Kevin","CHP","2002-07-27","Rodney",0,0,0,0,0,0,471,0,0,0,0,0,0
4979,"LAWRENCE, Martin","Progressive","2002-07-27","Rodney",0,0,0,0,0,0,266,0,0,0,0,43,0
4980,"HENDERSON, Paula","Alliance","2002-07-27","Rodney",0,0,0,0,0,0,211,0,0,0,0,0,0
2229,"KING, Annette","Labour","2002-07-27","Rongotai",1,3,1,1,1,0,18096,1,0,1,19782,7,4
4981,"HUGHES, Glenda","National","2002-07-27","Rongotai",0,0,0,0,0,0,6603,0,0,0,0,49,0
4982,"WADE-BROWN, Celia","GP","2002-07-27","Rongotai",0,0,0,0,0,0,3442,0,0,0,0,15,0
4983,"COPELAND, Gordon","UFNZ","2002-07-27","Rongotai",0,0,0,0,0,0,1601,1,1,0,0,2,0
4984,"BEENTJES, Carl","ACT","2002-07-27","Rongotai",0,0,0,0,0,0,1076,0,0,0,0,36,0
3411,"TILE, Vernon Iosefa","Alliance","2002-07-27","Rongotai",0,0,0,0,0,0,512,0,0,0,1099,0,23
4985,"DALY, Jamie","Progressive","2002-07-27","Rongotai",0,0,0,0,0,0,346,0,0,0,0,29,0
4986,"MURRAY, Robert","I","2002-07-27","Rongotai",0,0,0,0,0,0,295,0,0,0,0,0,0
4987,"STEENHOF, Simon","CHP","2002-07-27","Rongotai",0,0,0,0,0,0,258,0,0,0,0,0,0
4566,"CHADWICK, Stephanie (Steve)","Labour","2002-07-27","Rotorua",1,1,0,0,0,0,14380,1,0,1,14474,34,43
4988,"SHORT, Malcolm","National","2002-07-27","Rotorua",0,0,0,0,0,0,6636,0,0,0,0,0,0
4989,"TABUTEAU, Fletcher H","NZF","2002-07-27","Rotorua",0,0,0,0,0,0,2595,0,0,0,0,18,0
4990,"JUDD, Russell","UFNZ","2002-07-27","Rotorua",0,0,0,0,0,0,1490,0,0,0,0,16,0
4991,"KAKE, Richard","GP","2002-07-27","Rotorua",0,0,0,0,0,0,1078,0,0,0,0,0,0
4569,"LEE, Cliff","NZER","2002-07-27","Rotorua",0,0,0,0,0,0,806,0,0,0,819,0,0
4571,"PRICHARD, Ross","CHP","2002-07-27","Rotorua",0,0,0,0,0,0,391,0,0,0,657,0,0
4992,"TURNER, Reg","I","2002-07-27","Rotorua",0,0,0,0,0,0,232,0,0,0,0,0,0
4993,"ESPIN, David","Progressive","2002-07-27","Rotorua",0,0,0,0,0,0,194,0,0,0,0,33,0
4994,"POUPARD, Julie","Alliance","2002-07-27","Rotorua",0,0,0,0,0,0,175,0,0,0,0,0,0
4116,"MAHUTA, Nanaia","Labour","2002-07-27","Tainui",1,2,0,0,0,0,7098,1,0,1,8162,19,10
3926,"JACKSON, Willie","Alliance","2002-07-27","Tainui",1,1,0,0,0,0,3668,0,0,0,1479,0,9
4527,"GREENSILL, Angeline Ngahina","MMM","2002-07-27","Tainui",0,0,0,0,0,0,1839,0,0,0,88,0,0
4995,"DAVIES, Kevin J","National","2002-07-27","Tainui",0,0,0,0,0,0,639,0,0,0,0,0,0
4619,"EDMONDS, Lee","UFNZ","2002-07-27","Tainui",0,0,0,0,0,0,460,0,0,0,177,34,0
4996,"JOSEPH, Te Pare","Progressive","2002-07-27","Tainui",0,0,0,0,0,0,396,0,0,0,0,37,0
4997,"VAHAAKOLO, Albert","CHP","2002-07-27","Tainui",0,0,0,0,0,0,289,0,0,0,0,0,0
4998,"SUTTON, Mikaire Tuheke","MAI","2002-07-27","Tainui",0,0,0,0,0,0,115,0,0,0,0,0,0
3217,"SIMICH, Clem","National","2002-07-27","Tamaki",1,4,0,0,0,0,11471,1,0,1,15175,0,0
4999,"BOYLE, Leila","Labour","2002-07-27","Tamaki",0,0,0,0,0,0,10264,0,0,0,0,57,0
5000,"SHIRLEY, Ken","ACT","2002-07-27","Tamaki",0,0,0,0,0,0,4577,1,1,0,0,7,0
5001,"WEBSTER, Brett","NZF","2002-07-27","Tamaki",0,0,0,0,0,0,2161,0,0,0,0,16,0
4579,"McGRAIL, Bruce","UFNZ","2002-07-27","Tamaki",0,0,0,0,0,0,1570,0,0,0,518,12,0
5002,"BLACKMORE, Hana","GP","2002-07-27","Tamaki",0,0,0,0,0,0,1380,0,0,0,0,32,0
4580,"GRUBI, Victor Cedric","CHP","2002-07-27","Tamaki",0,0,0,0,0,0,443,0,0,0,387,0,0
5003,"LI, Nong","Progressive","2002-07-27","Tamaki",0,0,0,0,0,0,405,0,0,0,0,15,0
4676,"CASEY, Cathy","Alliance","2002-07-27","Tamaki",0,0,0,0,0,0,220,0,0,0,2451,0,27
4328,"TAMIHERE, John","Labour","2002-07-27","Tamaki Makaurau",1,1,0,0,0,0,11445,1,0,1,9532,0,0
5004,"TUREI, Metiria","GP","2002-07-27","Tamaki Makaurau",0,0,0,0,0,0,2001,1,1,0,0,8,0
4662,"NGATAI, George","National","2002-07-27","Tamaki Makaurau",0,0,0,0,0,0,785,0,0,0,643,45,46
5005,"PANOHO-SMITH, Janice","Alliance","2002-07-27","Tamaki Makaurau",0,0,0,0,0,0,550,0,0,0,0,0,0
5006,"VAHA'AKOLO, Tuhimareikura","CHP","2002-07-27","Tamaki Makaurau",0,0,0,0,0,0,472,0,0,0,0,0,0
5007,"WHAREWAKA-TOPIA WATTS, Sue Elizabeth","Progressive","2002-07-27","Tamaki Makaurau",0,0,0,0,0,0,351,0,0,0,0,13,0
4215,"ARDERN, Shane","National","2002-07-27","Taranaki-King Country",1,2,0,0,0,0,13996,1,0,1,12498,0,35
5008,"HAWKINS, Judy","Labour","2002-07-27","Taranaki-King Country",0,0,0,0,0,0,6821,0,0,0,0,64,0
4188,"JENNINGS, Owen","ACT","2002-07-27","Taranaki-King Country",1,1,0,0,0,0,1715,0,0,0,2316,12,6
5009,"HOVERD, Laurie","GP","2002-07-27","Taranaki-King Country",0,0,0,0,0,0,1461,0,0,0,0,51,0
5010,"SMITHERS, Rachel","UFNZ","2002-07-27","Taranaki-King Country",0,0,0,0,0,0,1269,0,0,0,0,38,0
4383,"HOCKLY, Gavin","CHP","2002-07-27","Taranaki-King Country",0,0,0,0,0,0,1001,0,0,0,1480,0,0
5011,"KILBRIDE, John","Progressive","2002-07-27","Taranaki-King Country",0,0,0,0,0,0,635,0,0,0,0,42,0
4456,"KANE, Rusty","I","2002-07-27","Taranaki-King Country",0,0,0,0,0,0,446,0,0,0,80,0,0
3674,"BURTON, Mark","Labour","2002-07-27","Taupo",1,3,1,1,0,0,14851,1,0,1,13721,16,18
5012,"KIRTON, Weston","National","2002-07-27","Taupo",0,0,0,0,0,0,7723,0,0,0,0,51,0
4594,"FISHER, Nick","GP","2002-07-27","Taupo",0,0,0,0,0,0,1359,0,0,0,997,44,52
5013,"MULCOCK, Diane","ACT","2002-07-27","Taupo",0,0,0,0,0,0,1062,0,0,0,0,29,0
5014,"GILMORE, Denis","UFNZ","2002-07-27","Taupo",0,0,0,0,0,0,871,0,0,0,0,43,0
5015,"WISHART, Scott","CHP","2002-07-27","Taupo",0,0,0,0,0,0,360,0,0,0,0,0,0
5016,"BRADLEY, Victor","Progressive","2002-07-27","Taupo",0,0,0,0,0,0,261,0,0,0,0,23,0
5017,"HARRE, John","Alliance","2002-07-27","Taupo",0,0,0,0,0,0,214,0,0,0,0,0,0
1591,"PETERS, Winston","NZF","2002-07-27","Tauranga",1,6,0,1,0,0,17145,1,0,1,10225,1,1
4602,"WILSON, Margaret","Labour","2002-07-27","Tauranga",1,1,1,1,0,0,6783,1,1,0,9519,9,9
5018,"MACINDOE, Tim","National","2002-07-27","Tauranga",0,0,0,0,0,0,5312,0,0,0,0,39,0
4603,"BALDOCK, Larry","UFNZ","2002-07-27","Tauranga",0,0,0,0,0,0,1647,1,1,0,1456,6,0
5019,"DOUGLAS, Ian G","GP","2002-07-27","Tauranga",0,0,0,0,0,0,870,0,0,0,0,40,0
5020,"SCOTT, Ron","ACT","2002-07-27","Tauranga",0,0,0,0,0,0,300,0,0,0,0,28,0
5021,"CANTER-LEIGHTON, Margaret","CHP","2002-07-27","Tauranga",0,0,0,0,0,0,207,0,0,0,0,0,0
5022,"WATKINS, Russell","LIB","2002-07-27","Tauranga",0,0,0,0,0,0,157,0,0,0,0,0,0
5023,"OSTER, Garry","Progressive","2002-07-27","Tauranga",0,0,0,0,0,0,129,0,0,0,0,47,0
4153,"CARTER, Chris","Labour","2002-07-27","Te Atatu",1,1,0,0,0,0,16821,1,0,1,16229,25,34
3504,"HENARE, Tau","National","2002-07-27","Te Atatu",0,0,0,1,0,0,3889,0,0,0,2781,35,0
5024,"RITCHIE, Christine","NZF","2002-07-27","Te Atatu",0,0,0,0,0,0,1811,0,0,0,0,0,0
5025,"DRAKE, Anne","UFNZ","2002-07-27","Te Atatu",0,0,0,0,0,0,1540,0,0,0,0,17,0
5026,"ERSKINE-LEGGET, Ted","ACT","2002-07-27","Te Atatu",0,0,0,0,0,0,875,0,0,0,0,40,0
5027,"VAN RUYSSEVELT, Robert","Alliance","2002-07-27","Te Atatu",0,0,0,0,0,0,654,0,0,0,0,0,0
5028,"FLANNAGAN, Matthew","CHP","2002-07-27","Te Atatu",0,0,0,0,0,0,584,0,0,0,0,0,0
5029,"TAUIALO-O-LILOMAIAVA, L Pasene","Progressive","2002-07-27","Te Atatu",0,0,0,0,0,0,365,0,0,0,0,14,0
5030,"WISEMAN-DARE, Helen","I","2002-07-27","Te Atatu",0,0,0,0,0,0,197,0,0,0,0,0,0
5031,"TURIA, Tariana","Labour","2002-07-27","Te Tai Hauauru",0,0,0,0,0,0,10002,1,0,1,0,0,0
4106,"MAIR, Ken","MMM","2002-07-27","Te Tai Hauauru",0,0,0,0,0,0,1345,0,0,0,1407,0,0
5032,"WHITE, Greg","National","2002-07-27","Te Tai Hauauru",0,0,0,0,0,0,991,0,0,0,0,30,0
5033,"HIPPOLITE, James Te Kahupuku","UFNZ","2002-07-27","Te Tai Hauauru",0,0,0,0,0,0,705,0,0,0,0,47,0
5034,"MANUEL, Kamaka","Alliance","2002-07-27","Te Tai Hauauru",0,0,0,0,0,0,594,0,0,0,0,0,0
4620,"SHRAMKA, Jeannette Waimatao","CHP","2002-07-27","Te Tai Hauauru",0,0,0,0,0,0,380,0,0,0,165,0,0
4624,"SAMUELS, Dover","Labour","2002-07-27","Te Tai Tokerau",1,1,1,1,0,0,7868,1,0,1,8583,11,5
5035,"MANGU, Mere","I","2002-07-27","Te Tai Tokerau",0,0,0,0,0,0,2532,0,0,0,0,0,0
5036,"GLAVISH, R Naida","Alliance","2002-07-27","Te Tai Tokerau",0,0,0,0,0,0,1926,0,0,0,0,0,0
5037,"HARRIS, Mita","National","2002-07-27","Te Tai Tokerau",0,0,0,0,0,0,1018,0,0,0,0,57,0
5038,"SMITH, Mike","I","2002-07-27","Te Tai Tokerau",0,0,0,0,0,0,822,0,0,0,0,0,0
5039,"NORMAN, Mike","CHP","2002-07-27","Te Tai Tokerau",0,0,0,0,0,0,625,0,0,0,0,0,0
5040,"CAMPBELL, Peter","Progressive","2002-07-27","Te Tai Tokerau",0,0,0,0,0,0,428,0,0,0,0,6,0
4631,"HUI, Te Kaiarahi","NGP","2002-07-27","Te Tai Tokerau",0,0,0,0,0,0,308,0,0,0,207,0,0
5041,"ERSTICH, Ivan","QLPM","2002-07-27","Te Tai Tokerau",0,0,0,0,0,0,83,0,0,0,0,0,0
4635,"OKEROA, Mahara","Labour","2002-07-27","Te Tai Tonga",1,1,0,0,0,0,9760,1,0,1,9175,33,0
5042,"KARAITIANA, Bill","National","2002-07-27","Te Tai Tonga",0,0,0,0,0,0,1708,0,0,0,0,60,0
5043,"AMOHANGA, Jacqui","MMM","2002-07-27","Te Tai Tonga",0,0,0,0,0,0,1469,0,0,0,0,0,0
4636,"WINITANA, Vern","Alliance","2002-07-27","Te Tai Tonga",0,0,0,0,0,0,802,0,0,0,1843,0,24
4639,"MURRAY, Witana","UFNZ","2002-07-27","Te Tai Tonga",0,0,0,0,0,0,704,0,0,0,335,40,0
5044,"MORGAN, Dee","CHP","2002-07-27","Te Tai Tonga",0,0,0,0,0,0,396,0,0,0,0,0,0
5045,"WAITAI-RAPANA, Jennifer Wikitoria","NIMM","2002-07-27","Te Tai Tonga",0,0,0,0,0,0,344,0,0,0,0,0,0
5046,"WEBSTER, Chris","I","2002-07-27","Te Tai Tonga",0,0,0,0,0,0,267,0,0,0,0,0,0
4142,"BARKER, Rick","Labour","2002-07-27","Tukituki",1,2,0,0,0,0,16288,1,0,1,17680,24,31
5047,"FOSS, Craig","National","2002-07-27","Tukituki",0,0,0,0,0,0,9878,0,0,0,0,47,0
4143,"ORMOND, John","ACT","2002-07-27","Tukituki",0,0,0,0,0,0,1618,0,0,0,1491,0,21
4557,"WERNHAM, Rich","GP","2002-07-27","Tukituki",0,0,0,0,0,0,1355,0,0,0,1270,0,42
4653,"BURGESS, Margaret","CHP","2002-07-27","Tukituki",0,0,0,0,0,0,1262,0,0,0,1139,0,0
5048,"PORTER, John","ONZ","2002-07-27","Tukituki",0,0,0,0,0,0,466,0,0,0,0,0,0
5049,"PULFORD, Barry","Progressive","2002-07-27","Tukituki",0,0,0,0,0,0,300,0,0,0,0,61,0
5050,"WALLIS, Richard","Alliance","2002-07-27","Tukituki",0,0,0,0,0,0,213,0,0,0,0,0,0
4658,"RIRINUI, Mita","Labour","2002-07-27","Waiariki",1,1,0,0,0,0,9361,1,0,1,7853,32,46
5051,"VERCOE, Rihi","MMM","2002-07-27","Waiariki",0,0,0,0,0,0,2644,0,0,0,0,0,0
5052,"MITCHELL, Hamuera","National","2002-07-27","Waiariki",0,0,0,0,0,0,1356,0,0,0,0,52,0
5053,"KAWE, Huikakahu Brian","UFNZ","2002-07-27","Waiariki",0,0,0,0,0,0,852,0,0,0,0,0,0
5054,"HETA, Sharon","Alliance","2002-07-27","Waiariki",0,0,0,0,0,0,542,0,0,0,0,0,0
4249,"FRANCIS, Rosemary","CHP","2002-07-27","Waiariki",0,0,0,0,0,0,361,0,0,0,675,0,0
4666,"COSGROVE, Clayton","Labour","2002-07-27","Waimakariri",1,1,0,0,0,0,17571,1,0,1,14342,0,0
5055,"GORDON, Dan","National","2002-07-27","Waimakariri",0,0,0,0,0,0,7035,0,0,0,0,41,0
3795,"MARK, Ron","NZF","2002-07-27","Waimakariri",1,2,0,0,0,0,5615,1,1,0,2061,4,4
4669,"DRACE, Charles","GP","2002-07-27","Waimakariri",0,0,0,0,0,0,952,0,0,0,828,0,0
5056,"SMITH, Andrew","UFNZ","2002-07-27","Waimakariri",0,0,0,0,0,0,802,0,0,0,0,44,0
3054,"WRIGHT, John Alexander","Progressive","2002-07-27","Waimakariri",1,2,0,0,0,0,583,0,0,0,3368,4,4
5057,"CAIRNEY, Nicholas","ACT","2002-07-27","Waimakariri",0,0,0,0,0,0,475,0,0,0,0,23,0
4670,"WILLIAMS, Stephen (Michael)","CHP","2002-07-27","Waimakariri",0,0,0,0,0,0,391,0,0,0,798,0,0
4269,"PIESSE, Paul","Alliance","2002-07-27","Waimakariri",0,0,0,0,0,0,156,0,0,0,2127,0,58
4674,"BEYER, Georgina","Labour","2002-07-27","Wairarapa",1,1,0,0,0,0,13572,1,0,1,15040,23,39
5058,"BUCHANAN, Ian","National","2002-07-27","Wairarapa",0,0,0,0,0,0,7200,0,0,0,0,29,0
5059,"RAUKAWA-TAIT, Merepeka","CHP","2002-07-27","Wairarapa",0,0,0,0,0,0,5852,0,0,0,0,0,0
4346,"PERRY, Edwin Jock","NZF","2002-07-27","Wairarapa",0,0,0,0,0,0,1552,1,1,0,482,11,37
5060,"MILLINGTON, Sarah","GP","2002-07-27","Wairarapa",0,0,0,0,0,0,861,0,0,0,0,27,0
5061,"MACFARLANE, Ian George","ACT","2002-07-27","Wairarapa",0,0,0,0,0,0,625,0,0,0,0,0,0
3869,"OWEN, Frank","UFNZ","2002-07-27","Wairarapa",0,0,0,0,0,0,617,0,0,0,178,41,0
4340,"HENDERSON, Bill","Progressive","2002-07-27","Wairarapa",0,0,0,0,0,0,223,0,0,0,383,34,0
5062,"TAIT, Gerald","Alliance","2002-07-27","Wairarapa",0,0,0,0,0,0,159,0,0,0,0,0,0
4574,"PILLAY, Lynne","Labour","2002-07-27","Waitakere",0,0,0,0,0,0,9756,1,0,1,10264,39,36
3657,"HARRE, Laila","Alliance","2002-07-27","Waitakere",1,2,1,1,0,0,7423,0,0,0,3177,0,6
3132,"HASLER, Marie","National","2002-07-27","Waitakere",1,2,0,0,0,0,5295,0,0,0,9132,32,24
4684,"ALBERT, Arthur","NZF","2002-07-27","Waitakere",0,0,0,0,0,0,1249,0,0,0,778,0,0
5063,"WATTS, Meriel Anne","GP","2002-07-27","Waitakere",0,0,0,0,0,0,1154,0,0,0,0,12,0
5064,"TORCKLER, Graeme","UFNZ","2002-07-27","Waitakere",0,0,0,0,0,0,802,0,0,0,0,42,0
5065,"RIDDELL, John G","ACT","2002-07-27","Waitakere",0,0,0,0,0,0,650,0,0,0,0,49,0
4321,"FLANNAGAN, Madeleine Jane","CHP","2002-07-27","Waitakere",0,0,0,0,0,0,380,0,0,0,732,0,0
5066,"PARKYN, David","Progressive","2002-07-27","Waitakere",0,0,0,0,0,0,218,0,0,0,0,49,0
3746,"HOBBS, Marian","Labour","2002-07-27","Wellington Central",1,2,0,0,0,0,14906,1,0,1,17470,17,23
5067,"PARATA, Hekia","National","2002-07-27","Wellington Central",0,0,0,0,0,0,10725,0,0,0,0,15,0
5068,"KEDGLEY, Sue","GP","2002-07-27","Wellington Central",0,0,0,0,0,0,4736,1,1,0,0,5,0
4558,"FRANKS, Stephen","ACT","2002-07-27","Wellington Central",1,1,0,0,0,0,2824,1,1,0,1268,4,3
5069,"MOODIE, Rob","UFNZ","2002-07-27","Wellington Central",0,0,0,0,0,0,938,0,0,0,0,39,0
4175,"APPLEBY, Michael","ALCP","2002-07-27","Wellington Central",0,0,0,0,0,0,780,0,0,0,787,0,0
4677,"HARRIS, Rob","NZF","2002-07-27","Wellington Central",0,0,0,0,0,0,577,0,0,0,813,14,15
5070,"REID, Robert","Alliance","2002-07-27","Wellington Central",0,0,0,0,0,0,493,0,0,0,0,0,0
5071,"BARTLETT, Matthew","CHP","2002-07-27","Wellington Central",0,0,0,0,0,0,224,0,0,0,0,0,0
5072,"CROSS, Colin","LIB","2002-07-27","Wellington Central",0,0,0,0,0,0,101,0,0,0,0,0,0
5073,"O'CONNOR, Damien Peter","Labour","2002-07-27","West Coast-Tasman",0,0,0,0,0,0,16020,1,0,1,0,0,0
5074,"NICOLLE, Barry","National","2002-07-27","West Coast-Tasman",0,0,0,0,0,0,8298,0,0,0,0,55,0
4186,"DAVIES, Richard","GP","2002-07-27","West Coast-Tasman",0,0,0,0,0,0,2380,0,0,0,1681,14,10
4305,"EATWELL, Gray","UFNZ","2002-07-27","West Coast-Tasman",0,0,0,0,0,0,1105,0,0,0,844,11,0
5075,"GARDNER, William Stuart","ACT","2002-07-27","West Coast-Tasman",0,0,0,0,0,0,567,0,0,0,0,0,0
4703,"BLIGHT, Derek Montgomery","CHP","2002-07-27","West Coast-Tasman",0,0,0,0,0,0,527,0,0,0,623,0,0
5076,"FOX, Bob","Progressive","2002-07-27","West Coast-Tasman",0,0,0,0,0,0,294,0,0,0,0,31,0
